utc_timestamp,cet_cest_timestamp,DE_KN_residential1_pv,DE_KN_residential3_pv,DE_KN_residential4_pv,DE_KN_residential6_pv
2014-12-11T17:45:00Z,2014-12-11T18:45:00+0100,,,,
2014-12-11T18:00:00Z,2014-12-11T19:00:00+0100,,,,
2014-12-11T18:15:00Z,2014-12-11T19:15:00+0100,,,,
2014-12-11T18:30:00Z,2014-12-11T19:30:00+0100,,,,
2014-12-11T18:45:00Z,2014-12-11T19:45:00+0100,,,,
2014-12-11T19:00:00Z,2014-12-11T20:00:00+0100,,,,
2014-12-11T19:15:00Z,2014-12-11T20:15:00+0100,,,,
2014-12-11T19:30:00Z,2014-12-11T20:30:00+0100,,,,
2014-12-11T19:45:00Z,2014-12-11T20:45:00+0100,,,,
2014-12-11T20:00:00Z,2014-12-11T21:00:00+0100,,,,
2014-12-11T20:15:00Z,2014-12-11T21:15:00+0100,,,,
2014-12-11T20:30:00Z,2014-12-11T21:30:00+0100,,,,
2014-12-11T20:45:00Z,2014-12-11T21:45:00+0100,,,,
2014-12-11T21:00:00Z,2014-12-11T22:00:00+0100,,,,
2014-12-11T21:15:00Z,2014-12-11T22:15:00+0100,,,,
2014-12-11T21:30:00Z,2014-12-11T22:30:00+0100,,,,
2014-12-11T21:45:00Z,2014-12-11T22:45:00+0100,,,,
2014-12-11T22:00:00Z,2014-12-11T23:00:00+0100,,,,
2014-12-11T22:15:00Z,2014-12-11T23:15:00+0100,,,,
2014-12-11T22:30:00Z,2014-12-11T23:30:00+0100,,,,
2014-12-11T22:45:00Z,2014-12-11T23:45:00+0100,,,,
2014-12-11T23:00:00Z,2014-12-12T00:00:00+0100,,,,
2014-12-11T23:15:00Z,2014-12-12T00:15:00+0100,,,,
2014-12-11T23:30:00Z,2014-12-12T00:30:00+0100,,,,
2014-12-11T23:45:00Z,2014-12-12T00:45:00+0100,,,,
2014-12-12T00:00:00Z,2014-12-12T01:00:00+0100,,,,
2014-12-12T00:15:00Z,2014-12-12T01:15:00+0100,,,,
2014-12-12T00:30:00Z,2014-12-12T01:30:00+0100,,,,
2014-12-12T00:45:00Z,2014-12-12T01:45:00+0100,,,,
2014-12-12T01:00:00Z,2014-12-12T02:00:00+0100,,,,
2014-12-12T01:15:00Z,2014-12-12T02:15:00+0100,,,,
2014-12-12T01:30:00Z,2014-12-12T02:30:00+0100,,,,
2014-12-12T01:45:00Z,2014-12-12T02:45:00+0100,,,,
2014-12-12T02:00:00Z,2014-12-12T03:00:00+0100,,,,
2014-12-12T02:15:00Z,2014-12-12T03:15:00+0100,,,,
2014-12-12T02:30:00Z,2014-12-12T03:30:00+0100,,,,
2014-12-12T02:45:00Z,2014-12-12T03:45:00+0100,,,,
2014-12-12T03:00:00Z,2014-12-12T04:00:00+0100,,,,
2014-12-12T03:15:00Z,2014-12-12T04:15:00+0100,,,,
2014-12-12T03:30:00Z,2014-12-12T04:30:00+0100,,,,
2014-12-12T03:45:00Z,2014-12-12T04:45:00+0100,,,,
2014-12-12T04:00:00Z,2014-12-12T05:00:00+0100,,,,
2014-12-12T04:15:00Z,2014-12-12T05:15:00+0100,,,,
2014-12-12T04:30:00Z,2014-12-12T05:30:00+0100,,,,
2014-12-12T04:45:00Z,2014-12-12T05:45:00+0100,,,,
2014-12-12T05:00:00Z,2014-12-12T06:00:00+0100,,,,
2014-12-12T05:15:00Z,2014-12-12T06:15:00+0100,,,,
2014-12-12T05:30:00Z,2014-12-12T06:30:00+0100,,,,
2014-12-12T05:45:00Z,2014-12-12T06:45:00+0100,,,,
2014-12-12T06:00:00Z,2014-12-12T07:00:00+0100,,,,
2014-12-12T06:15:00Z,2014-12-12T07:15:00+0100,,,,
2014-12-12T06:30:00Z,2014-12-12T07:30:00+0100,,,,
2014-12-12T06:45:00Z,2014-12-12T07:45:00+0100,,,,
2014-12-12T07:00:00Z,2014-12-12T08:00:00+0100,,,,
2014-12-12T07:15:00Z,2014-12-12T08:15:00+0100,,,,
2014-12-12T07:30:00Z,2014-12-12T08:30:00+0100,,,,
2014-12-12T07:45:00Z,2014-12-12T08:45:00+0100,,,,
2014-12-12T08:00:00Z,2014-12-12T09:00:00+0100,,,,
2014-12-12T08:15:00Z,2014-12-12T09:15:00+0100,,,,
2014-12-12T08:30:00Z,2014-12-12T09:30:00+0100,,,,
2014-12-12T08:45:00Z,2014-12-12T09:45:00+0100,,,,
2014-12-12T09:00:00Z,2014-12-12T10:00:00+0100,,,,
2014-12-12T09:15:00Z,2014-12-12T10:15:00+0100,,,,
2014-12-12T09:30:00Z,2014-12-12T10:30:00+0100,,,,
2014-12-12T09:45:00Z,2014-12-12T10:45:00+0100,,,,
2014-12-12T10:00:00Z,2014-12-12T11:00:00+0100,,,,
2014-12-12T10:15:00Z,2014-12-12T11:15:00+0100,,,,
2014-12-12T10:30:00Z,2014-12-12T11:30:00+0100,,,,
2014-12-12T10:45:00Z,2014-12-12T11:45:00+0100,,,,
2014-12-12T11:00:00Z,2014-12-12T12:00:00+0100,,,,
2014-12-12T11:15:00Z,2014-12-12T12:15:00+0100,,,,
2014-12-12T11:30:00Z,2014-12-12T12:30:00+0100,,,,
2014-12-12T11:45:00Z,2014-12-12T12:45:00+0100,,,,
2014-12-12T12:00:00Z,2014-12-12T13:00:00+0100,,,,
2014-12-12T12:15:00Z,2014-12-12T13:15:00+0100,,,,
2014-12-12T12:30:00Z,2014-12-12T13:30:00+0100,,,,
2014-12-12T12:45:00Z,2014-12-12T13:45:00+0100,,,,
2014-12-12T13:00:00Z,2014-12-12T14:00:00+0100,,,,
2014-12-12T13:15:00Z,2014-12-12T14:15:00+0100,,,,
2014-12-12T13:30:00Z,2014-12-12T14:30:00+0100,,,,
2014-12-12T13:45:00Z,2014-12-12T14:45:00+0100,,,,
2014-12-12T14:00:00Z,2014-12-12T15:00:00+0100,,,,
2014-12-12T14:15:00Z,2014-12-12T15:15:00+0100,,,,
2014-12-12T14:30:00Z,2014-12-12T15:30:00+0100,,,,
2014-12-12T14:45:00Z,2014-12-12T15:45:00+0100,,,,
2014-12-12T15:00:00Z,2014-12-12T16:00:00+0100,,,,
2014-12-12T15:15:00Z,2014-12-12T16:15:00+0100,,,,
2014-12-12T15:30:00Z,2014-12-12T16:30:00+0100,,,,
2014-12-12T15:45:00Z,2014-12-12T16:45:00+0100,,,,
2014-12-12T16:00:00Z,2014-12-12T17:00:00+0100,,,,
2014-12-12T16:15:00Z,2014-12-12T17:15:00+0100,,,,
2014-12-12T16:30:00Z,2014-12-12T17:30:00+0100,,,,
2014-12-12T16:45:00Z,2014-12-12T17:45:00+0100,,,,
2014-12-12T17:00:00Z,2014-12-12T18:00:00+0100,,,,
2014-12-12T17:15:00Z,2014-12-12T18:15:00+0100,,,,
2014-12-12T17:30:00Z,2014-12-12T18:30:00+0100,,,,
2014-12-12T17:45:00Z,2014-12-12T18:45:00+0100,,,,
2014-12-12T18:00:00Z,2014-12-12T19:00:00+0100,,,,
2014-12-12T18:15:00Z,2014-12-12T19:15:00+0100,,,,
2014-12-12T18:30:00Z,2014-12-12T19:30:00+0100,,,,
2014-12-12T18:45:00Z,2014-12-12T19:45:00+0100,,,,
2014-12-12T19:00:00Z,2014-12-12T20:00:00+0100,,,,
2014-12-12T19:15:00Z,2014-12-12T20:15:00+0100,,,,
2014-12-12T19:30:00Z,2014-12-12T20:30:00+0100,,,,
2014-12-12T19:45:00Z,2014-12-12T20:45:00+0100,,,,
2014-12-12T20:00:00Z,2014-12-12T21:00:00+0100,,,,
2014-12-12T20:15:00Z,2014-12-12T21:15:00+0100,,,,
2014-12-12T20:30:00Z,2014-12-12T21:30:00+0100,,,,
2014-12-12T20:45:00Z,2014-12-12T21:45:00+0100,,,,
2014-12-12T21:00:00Z,2014-12-12T22:00:00+0100,,,,
2014-12-12T21:15:00Z,2014-12-12T22:15:00+0100,,,,
2014-12-12T21:30:00Z,2014-12-12T22:30:00+0100,,,,
2014-12-12T21:45:00Z,2014-12-12T22:45:00+0100,,,,
2014-12-12T22:00:00Z,2014-12-12T23:00:00+0100,,,,
2014-12-12T22:15:00Z,2014-12-12T23:15:00+0100,,,,
2014-12-12T22:30:00Z,2014-12-12T23:30:00+0100,,,,
2014-12-12T22:45:00Z,2014-12-12T23:45:00+0100,,,,
2014-12-12T23:00:00Z,2014-12-13T00:00:00+0100,,,,
2014-12-12T23:15:00Z,2014-12-13T00:15:00+0100,,,,
2014-12-12T23:30:00Z,2014-12-13T00:30:00+0100,,,,
2014-12-12T23:45:00Z,2014-12-13T00:45:00+0100,,,,
2014-12-13T00:00:00Z,2014-12-13T01:00:00+0100,,,,
2014-12-13T00:15:00Z,2014-12-13T01:15:00+0100,,,,
2014-12-13T00:30:00Z,2014-12-13T01:30:00+0100,,,,
2014-12-13T00:45:00Z,2014-12-13T01:45:00+0100,,,,
2014-12-13T01:00:00Z,2014-12-13T02:00:00+0100,,,,
2014-12-13T01:15:00Z,2014-12-13T02:15:00+0100,,,,
2014-12-13T01:30:00Z,2014-12-13T02:30:00+0100,,,,
2014-12-13T01:45:00Z,2014-12-13T02:45:00+0100,,,,
2014-12-13T02:00:00Z,2014-12-13T03:00:00+0100,,,,
2014-12-13T02:15:00Z,2014-12-13T03:15:00+0100,,,,
2014-12-13T02:30:00Z,2014-12-13T03:30:00+0100,,,,
2014-12-13T02:45:00Z,2014-12-13T03:45:00+0100,,,,
2014-12-13T03:00:00Z,2014-12-13T04:00:00+0100,,,,
2014-12-13T03:15:00Z,2014-12-13T04:15:00+0100,,,,
2014-12-13T03:30:00Z,2014-12-13T04:30:00+0100,,,,
2014-12-13T03:45:00Z,2014-12-13T04:45:00+0100,,,,
2014-12-13T04:00:00Z,2014-12-13T05:00:00+0100,,,,
2014-12-13T04:15:00Z,2014-12-13T05:15:00+0100,,,,
2014-12-13T04:30:00Z,2014-12-13T05:30:00+0100,,,,
2014-12-13T04:45:00Z,2014-12-13T05:45:00+0100,,,,
2014-12-13T05:00:00Z,2014-12-13T06:00:00+0100,,,,
2014-12-13T05:15:00Z,2014-12-13T06:15:00+0100,,,,
2014-12-13T05:30:00Z,2014-12-13T06:30:00+0100,,,,
2014-12-13T05:45:00Z,2014-12-13T06:45:00+0100,,,,
2014-12-13T06:00:00Z,2014-12-13T07:00:00+0100,,,,
2014-12-13T06:15:00Z,2014-12-13T07:15:00+0100,,,,
2014-12-13T06:30:00Z,2014-12-13T07:30:00+0100,,,,
2014-12-13T06:45:00Z,2014-12-13T07:45:00+0100,,,,
2014-12-13T07:00:00Z,2014-12-13T08:00:00+0100,,,,
2014-12-13T07:15:00Z,2014-12-13T08:15:00+0100,,,,
2014-12-13T07:30:00Z,2014-12-13T08:30:00+0100,,,,
2014-12-13T07:45:00Z,2014-12-13T08:45:00+0100,,,,
2014-12-13T08:00:00Z,2014-12-13T09:00:00+0100,,,,
2014-12-13T08:15:00Z,2014-12-13T09:15:00+0100,,,,
2014-12-13T08:30:00Z,2014-12-13T09:30:00+0100,,,,
2014-12-13T08:45:00Z,2014-12-13T09:45:00+0100,,,,
2014-12-13T09:00:00Z,2014-12-13T10:00:00+0100,,,,
2014-12-13T09:15:00Z,2014-12-13T10:15:00+0100,,,,
2014-12-13T09:30:00Z,2014-12-13T10:30:00+0100,,,,
2014-12-13T09:45:00Z,2014-12-13T10:45:00+0100,,,,
2014-12-13T10:00:00Z,2014-12-13T11:00:00+0100,,,,
2014-12-13T10:15:00Z,2014-12-13T11:15:00+0100,,,,
2014-12-13T10:30:00Z,2014-12-13T11:30:00+0100,,,,
2014-12-13T10:45:00Z,2014-12-13T11:45:00+0100,,,,
2014-12-13T11:00:00Z,2014-12-13T12:00:00+0100,,,,
2014-12-13T11:15:00Z,2014-12-13T12:15:00+0100,,,,
2014-12-13T11:30:00Z,2014-12-13T12:30:00+0100,,,,
2014-12-13T11:45:00Z,2014-12-13T12:45:00+0100,,,,
2014-12-13T12:00:00Z,2014-12-13T13:00:00+0100,,,,
2014-12-13T12:15:00Z,2014-12-13T13:15:00+0100,,,,
2014-12-13T12:30:00Z,2014-12-13T13:30:00+0100,,,,
2014-12-13T12:45:00Z,2014-12-13T13:45:00+0100,,,,
2014-12-13T13:00:00Z,2014-12-13T14:00:00+0100,,,,
2014-12-13T13:15:00Z,2014-12-13T14:15:00+0100,,,,
2014-12-13T13:30:00Z,2014-12-13T14:30:00+0100,,,,
2014-12-13T13:45:00Z,2014-12-13T14:45:00+0100,,,,
2014-12-13T14:00:00Z,2014-12-13T15:00:00+0100,,,,
2014-12-13T14:15:00Z,2014-12-13T15:15:00+0100,,,,
2014-12-13T14:30:00Z,2014-12-13T15:30:00+0100,,,,
2014-12-13T14:45:00Z,2014-12-13T15:45:00+0100,,,,
2014-12-13T15:00:00Z,2014-12-13T16:00:00+0100,,,,
2014-12-13T15:15:00Z,2014-12-13T16:15:00+0100,,,,
2014-12-13T15:30:00Z,2014-12-13T16:30:00+0100,,,,
2014-12-13T15:45:00Z,2014-12-13T16:45:00+0100,,,,
2014-12-13T16:00:00Z,2014-12-13T17:00:00+0100,,,,
2014-12-13T16:15:00Z,2014-12-13T17:15:00+0100,,,,
2014-12-13T16:30:00Z,2014-12-13T17:30:00+0100,,,,
2014-12-13T16:45:00Z,2014-12-13T17:45:00+0100,,,,
2014-12-13T17:00:00Z,2014-12-13T18:00:00+0100,,,,
2014-12-13T17:15:00Z,2014-12-13T18:15:00+0100,,,,
2014-12-13T17:30:00Z,2014-12-13T18:30:00+0100,,,,
2014-12-13T17:45:00Z,2014-12-13T18:45:00+0100,,,,
2014-12-13T18:00:00Z,2014-12-13T19:00:00+0100,,,,
2014-12-13T18:15:00Z,2014-12-13T19:15:00+0100,,,,
2014-12-13T18:30:00Z,2014-12-13T19:30:00+0100,,,,
2014-12-13T18:45:00Z,2014-12-13T19:45:00+0100,,,,
2014-12-13T19:00:00Z,2014-12-13T20:00:00+0100,,,,
2014-12-13T19:15:00Z,2014-12-13T20:15:00+0100,,,,
2014-12-13T19:30:00Z,2014-12-13T20:30:00+0100,,,,
2014-12-13T19:45:00Z,2014-12-13T20:45:00+0100,,,,
2014-12-13T20:00:00Z,2014-12-13T21:00:00+0100,,,,
2014-12-13T20:15:00Z,2014-12-13T21:15:00+0100,,,,
2014-12-13T20:30:00Z,2014-12-13T21:30:00+0100,,,,
2014-12-13T20:45:00Z,2014-12-13T21:45:00+0100,,,,
2014-12-13T21:00:00Z,2014-12-13T22:00:00+0100,,,,
2014-12-13T21:15:00Z,2014-12-13T22:15:00+0100,,,,
2014-12-13T21:30:00Z,2014-12-13T22:30:00+0100,,,,
2014-12-13T21:45:00Z,2014-12-13T22:45:00+0100,,,,
2014-12-13T22:00:00Z,2014-12-13T23:00:00+0100,,,,
2014-12-13T22:15:00Z,2014-12-13T23:15:00+0100,,,,
2014-12-13T22:30:00Z,2014-12-13T23:30:00+0100,,,,
2014-12-13T22:45:00Z,2014-12-13T23:45:00+0100,,,,
2014-12-13T23:00:00Z,2014-12-14T00:00:00+0100,,,,
2014-12-13T23:15:00Z,2014-12-14T00:15:00+0100,,,,
2014-12-13T23:30:00Z,2014-12-14T00:30:00+0100,,,,
2014-12-13T23:45:00Z,2014-12-14T00:45:00+0100,,,,
2014-12-14T00:00:00Z,2014-12-14T01:00:00+0100,,,,
2014-12-14T00:15:00Z,2014-12-14T01:15:00+0100,,,,
2014-12-14T00:30:00Z,2014-12-14T01:30:00+0100,,,,
2014-12-14T00:45:00Z,2014-12-14T01:45:00+0100,,,,
2014-12-14T01:00:00Z,2014-12-14T02:00:00+0100,,,,
2014-12-14T01:15:00Z,2014-12-14T02:15:00+0100,,,,
2014-12-14T01:30:00Z,2014-12-14T02:30:00+0100,,,,
2014-12-14T01:45:00Z,2014-12-14T02:45:00+0100,,,,
2014-12-14T02:00:00Z,2014-12-14T03:00:00+0100,,,,
2014-12-14T02:15:00Z,2014-12-14T03:15:00+0100,,,,
2014-12-14T02:30:00Z,2014-12-14T03:30:00+0100,,,,
2014-12-14T02:45:00Z,2014-12-14T03:45:00+0100,,,,
2014-12-14T03:00:00Z,2014-12-14T04:00:00+0100,,,,
2014-12-14T03:15:00Z,2014-12-14T04:15:00+0100,,,,
2014-12-14T03:30:00Z,2014-12-14T04:30:00+0100,,,,
2014-12-14T03:45:00Z,2014-12-14T04:45:00+0100,,,,
2014-12-14T04:00:00Z,2014-12-14T05:00:00+0100,,,,
2014-12-14T04:15:00Z,2014-12-14T05:15:00+0100,,,,
2014-12-14T04:30:00Z,2014-12-14T05:30:00+0100,,,,
2014-12-14T04:45:00Z,2014-12-14T05:45:00+0100,,,,
2014-12-14T05:00:00Z,2014-12-14T06:00:00+0100,,,,
2014-12-14T05:15:00Z,2014-12-14T06:15:00+0100,,,,
2014-12-14T05:30:00Z,2014-12-14T06:30:00+0100,,,,
2014-12-14T05:45:00Z,2014-12-14T06:45:00+0100,,,,
2014-12-14T06:00:00Z,2014-12-14T07:00:00+0100,,,,
2014-12-14T06:15:00Z,2014-12-14T07:15:00+0100,,,,
2014-12-14T06:30:00Z,2014-12-14T07:30:00+0100,,,,
2014-12-14T06:45:00Z,2014-12-14T07:45:00+0100,,,,
2014-12-14T07:00:00Z,2014-12-14T08:00:00+0100,,,,
2014-12-14T07:15:00Z,2014-12-14T08:15:00+0100,,,,
2014-12-14T07:30:00Z,2014-12-14T08:30:00+0100,,,,
2014-12-14T07:45:00Z,2014-12-14T08:45:00+0100,,,,
2014-12-14T08:00:00Z,2014-12-14T09:00:00+0100,,,,
2014-12-14T08:15:00Z,2014-12-14T09:15:00+0100,,,,
2014-12-14T08:30:00Z,2014-12-14T09:30:00+0100,,,,
2014-12-14T08:45:00Z,2014-12-14T09:45:00+0100,,,,
2014-12-14T09:00:00Z,2014-12-14T10:00:00+0100,,,,
2014-12-14T09:15:00Z,2014-12-14T10:15:00+0100,,,,
2014-12-14T09:30:00Z,2014-12-14T10:30:00+0100,,,,
2014-12-14T09:45:00Z,2014-12-14T10:45:00+0100,,,,
2014-12-14T10:00:00Z,2014-12-14T11:00:00+0100,,,,
2014-12-14T10:15:00Z,2014-12-14T11:15:00+0100,,,,
2014-12-14T10:30:00Z,2014-12-14T11:30:00+0100,,,,
2014-12-14T10:45:00Z,2014-12-14T11:45:00+0100,,,,
2014-12-14T11:00:00Z,2014-12-14T12:00:00+0100,,,,
2014-12-14T11:15:00Z,2014-12-14T12:15:00+0100,,,,
2014-12-14T11:30:00Z,2014-12-14T12:30:00+0100,,,,
2014-12-14T11:45:00Z,2014-12-14T12:45:00+0100,,,,
2014-12-14T12:00:00Z,2014-12-14T13:00:00+0100,,,,
2014-12-14T12:15:00Z,2014-12-14T13:15:00+0100,,,,
2014-12-14T12:30:00Z,2014-12-14T13:30:00+0100,,,,
2014-12-14T12:45:00Z,2014-12-14T13:45:00+0100,,,,
2014-12-14T13:00:00Z,2014-12-14T14:00:00+0100,,,,
2014-12-14T13:15:00Z,2014-12-14T14:15:00+0100,,,,
2014-12-14T13:30:00Z,2014-12-14T14:30:00+0100,,,,
2014-12-14T13:45:00Z,2014-12-14T14:45:00+0100,,,,
2014-12-14T14:00:00Z,2014-12-14T15:00:00+0100,,,,
2014-12-14T14:15:00Z,2014-12-14T15:15:00+0100,,,,
2014-12-14T14:30:00Z,2014-12-14T15:30:00+0100,,,,
2014-12-14T14:45:00Z,2014-12-14T15:45:00+0100,,,,
2014-12-14T15:00:00Z,2014-12-14T16:00:00+0100,,,,
2014-12-14T15:15:00Z,2014-12-14T16:15:00+0100,,,,
2014-12-14T15:30:00Z,2014-12-14T16:30:00+0100,,,,
2014-12-14T15:45:00Z,2014-12-14T16:45:00+0100,,,,
2014-12-14T16:00:00Z,2014-12-14T17:00:00+0100,,,,
2014-12-14T16:15:00Z,2014-12-14T17:15:00+0100,,,,
2014-12-14T16:30:00Z,2014-12-14T17:30:00+0100,,,,
2014-12-14T16:45:00Z,2014-12-14T17:45:00+0100,,,,
2014-12-14T17:00:00Z,2014-12-14T18:00:00+0100,,,,
2014-12-14T17:15:00Z,2014-12-14T18:15:00+0100,,,,
2014-12-14T17:30:00Z,2014-12-14T18:30:00+0100,,,,
2014-12-14T17:45:00Z,2014-12-14T18:45:00+0100,,,,
2014-12-14T18:00:00Z,2014-12-14T19:00:00+0100,,,,
2014-12-14T18:15:00Z,2014-12-14T19:15:00+0100,,,,
2014-12-14T18:30:00Z,2014-12-14T19:30:00+0100,,,,
2014-12-14T18:45:00Z,2014-12-14T19:45:00+0100,,,,
2014-12-14T19:00:00Z,2014-12-14T20:00:00+0100,,,,
2014-12-14T19:15:00Z,2014-12-14T20:15:00+0100,,,,
2014-12-14T19:30:00Z,2014-12-14T20:30:00+0100,,,,
2014-12-14T19:45:00Z,2014-12-14T20:45:00+0100,,,,
2014-12-14T20:00:00Z,2014-12-14T21:00:00+0100,,,,
2014-12-14T20:15:00Z,2014-12-14T21:15:00+0100,,,,
2014-12-14T20:30:00Z,2014-12-14T21:30:00+0100,,,,
2014-12-14T20:45:00Z,2014-12-14T21:45:00+0100,,,,
2014-12-14T21:00:00Z,2014-12-14T22:00:00+0100,,,,
2014-12-14T21:15:00Z,2014-12-14T22:15:00+0100,,,,
2014-12-14T21:30:00Z,2014-12-14T22:30:00+0100,,,,
2014-12-14T21:45:00Z,2014-12-14T22:45:00+0100,,,,
2014-12-14T22:00:00Z,2014-12-14T23:00:00+0100,,,,
2014-12-14T22:15:00Z,2014-12-14T23:15:00+0100,,,,
2014-12-14T22:30:00Z,2014-12-14T23:30:00+0100,,,,
2014-12-14T22:45:00Z,2014-12-14T23:45:00+0100,,,,
2014-12-14T23:00:00Z,2014-12-15T00:00:00+0100,,,,
2014-12-14T23:15:00Z,2014-12-15T00:15:00+0100,,,,
2014-12-14T23:30:00Z,2014-12-15T00:30:00+0100,,,,
2014-12-14T23:45:00Z,2014-12-15T00:45:00+0100,,,,
2014-12-15T00:00:00Z,2014-12-15T01:00:00+0100,,,,
2014-12-15T00:15:00Z,2014-12-15T01:15:00+0100,,,,
2014-12-15T00:30:00Z,2014-12-15T01:30:00+0100,,,,
2014-12-15T00:45:00Z,2014-12-15T01:45:00+0100,,,,
2014-12-15T01:00:00Z,2014-12-15T02:00:00+0100,,,,
2014-12-15T01:15:00Z,2014-12-15T02:15:00+0100,,,,
2014-12-15T01:30:00Z,2014-12-15T02:30:00+0100,,,,
2014-12-15T01:45:00Z,2014-12-15T02:45:00+0100,,,,
2014-12-15T02:00:00Z,2014-12-15T03:00:00+0100,,,,
2014-12-15T02:15:00Z,2014-12-15T03:15:00+0100,,,,
2014-12-15T02:30:00Z,2014-12-15T03:30:00+0100,,,,
2014-12-15T02:45:00Z,2014-12-15T03:45:00+0100,,,,
2014-12-15T03:00:00Z,2014-12-15T04:00:00+0100,,,,
2014-12-15T03:15:00Z,2014-12-15T04:15:00+0100,,,,
2014-12-15T03:30:00Z,2014-12-15T04:30:00+0100,,,,
2014-12-15T03:45:00Z,2014-12-15T04:45:00+0100,,,,
2014-12-15T04:00:00Z,2014-12-15T05:00:00+0100,,,,
2014-12-15T04:15:00Z,2014-12-15T05:15:00+0100,,,,
2014-12-15T04:30:00Z,2014-12-15T05:30:00+0100,,,,
2014-12-15T04:45:00Z,2014-12-15T05:45:00+0100,,,,
2014-12-15T05:00:00Z,2014-12-15T06:00:00+0100,,,,
2014-12-15T05:15:00Z,2014-12-15T06:15:00+0100,,,,
2014-12-15T05:30:00Z,2014-12-15T06:30:00+0100,,,,
2014-12-15T05:45:00Z,2014-12-15T06:45:00+0100,,,,
2014-12-15T06:00:00Z,2014-12-15T07:00:00+0100,,,,
2014-12-15T06:15:00Z,2014-12-15T07:15:00+0100,,,,
2014-12-15T06:30:00Z,2014-12-15T07:30:00+0100,,,,
2014-12-15T06:45:00Z,2014-12-15T07:45:00+0100,,,,
2014-12-15T07:00:00Z,2014-12-15T08:00:00+0100,,,,
2014-12-15T07:15:00Z,2014-12-15T08:15:00+0100,,,,
2014-12-15T07:30:00Z,2014-12-15T08:30:00+0100,,,,
2014-12-15T07:45:00Z,2014-12-15T08:45:00+0100,,,,
2014-12-15T08:00:00Z,2014-12-15T09:00:00+0100,,,,
2014-12-15T08:15:00Z,2014-12-15T09:15:00+0100,,,,
2014-12-15T08:30:00Z,2014-12-15T09:30:00+0100,,,,
2014-12-15T08:45:00Z,2014-12-15T09:45:00+0100,,,,
2014-12-15T09:00:00Z,2014-12-15T10:00:00+0100,,,,
2014-12-15T09:15:00Z,2014-12-15T10:15:00+0100,,,,
2014-12-15T09:30:00Z,2014-12-15T10:30:00+0100,,,,
2014-12-15T09:45:00Z,2014-12-15T10:45:00+0100,,,,
2014-12-15T10:00:00Z,2014-12-15T11:00:00+0100,,,,
2014-12-15T10:15:00Z,2014-12-15T11:15:00+0100,,,,
2014-12-15T10:30:00Z,2014-12-15T11:30:00+0100,,,,
2014-12-15T10:45:00Z,2014-12-15T11:45:00+0100,,,,
2014-12-15T11:00:00Z,2014-12-15T12:00:00+0100,,,,
2014-12-15T11:15:00Z,2014-12-15T12:15:00+0100,,,,
2014-12-15T11:30:00Z,2014-12-15T12:30:00+0100,,,,
2014-12-15T11:45:00Z,2014-12-15T12:45:00+0100,,,,
2014-12-15T12:00:00Z,2014-12-15T13:00:00+0100,,,,
2014-12-15T12:15:00Z,2014-12-15T13:15:00+0100,,,,
2014-12-15T12:30:00Z,2014-12-15T13:30:00+0100,,,,
2014-12-15T12:45:00Z,2014-12-15T13:45:00+0100,,,,
2014-12-15T13:00:00Z,2014-12-15T14:00:00+0100,,,,
2014-12-15T13:15:00Z,2014-12-15T14:15:00+0100,,,,
2014-12-15T13:30:00Z,2014-12-15T14:30:00+0100,,,,
2014-12-15T13:45:00Z,2014-12-15T14:45:00+0100,,,,
2014-12-15T14:00:00Z,2014-12-15T15:00:00+0100,,,,
2014-12-15T14:15:00Z,2014-12-15T15:15:00+0100,,,,
2014-12-15T14:30:00Z,2014-12-15T15:30:00+0100,,,,
2014-12-15T14:45:00Z,2014-12-15T15:45:00+0100,,,,
2014-12-15T15:00:00Z,2014-12-15T16:00:00+0100,,,,
2014-12-15T15:15:00Z,2014-12-15T16:15:00+0100,,,,
2014-12-15T15:30:00Z,2014-12-15T16:30:00+0100,,,,
2014-12-15T15:45:00Z,2014-12-15T16:45:00+0100,,,,
2014-12-15T16:00:00Z,2014-12-15T17:00:00+0100,,,,
2014-12-15T16:15:00Z,2014-12-15T17:15:00+0100,,,,
2014-12-15T16:30:00Z,2014-12-15T17:30:00+0100,,,,
2014-12-15T16:45:00Z,2014-12-15T17:45:00+0100,,,,
2014-12-15T17:00:00Z,2014-12-15T18:00:00+0100,,,,
2014-12-15T17:15:00Z,2014-12-15T18:15:00+0100,,,,
2014-12-15T17:30:00Z,2014-12-15T18:30:00+0100,,,,
2014-12-15T17:45:00Z,2014-12-15T18:45:00+0100,,,,
2014-12-15T18:00:00Z,2014-12-15T19:00:00+0100,,,,
2014-12-15T18:15:00Z,2014-12-15T19:15:00+0100,,,,
2014-12-15T18:30:00Z,2014-12-15T19:30:00+0100,,,,
2014-12-15T18:45:00Z,2014-12-15T19:45:00+0100,,,,
2014-12-15T19:00:00Z,2014-12-15T20:00:00+0100,,,,
2014-12-15T19:15:00Z,2014-12-15T20:15:00+0100,,,,
2014-12-15T19:30:00Z,2014-12-15T20:30:00+0100,,,,
2014-12-15T19:45:00Z,2014-12-15T20:45:00+0100,,,,
2014-12-15T20:00:00Z,2014-12-15T21:00:00+0100,,,,
2014-12-15T20:15:00Z,2014-12-15T21:15:00+0100,,,,
2014-12-15T20:30:00Z,2014-12-15T21:30:00+0100,,,,
2014-12-15T20:45:00Z,2014-12-15T21:45:00+0100,,,,
